n,t_seconds,measured_value
5018,0.5018,4.9869
5019,0.5019,5.0101
5020,0.502,5.0042
5021,0.5021,4.9753
5022,0.5022,5.0002
5023,0.5023,4.9831
5024,0.5024,5.0255
5025,0.5025,4.9932
5026,0.5026,4.9941
5027,0.5027,5.0013
5028,0.5028,4.997
5029,0.5029,4.9991
5030,0.503,5.0232
5031,0.5031,5.0034
5032,0.5032,5.0126
5033,0.5033,5.0169
5034,0.5034,4.9854
5035,0.5035,5.0254
5036,0.5036,5.0104
5037,0.5037,5.0144
5038,0.5038,4.9871
5039,0.5039,5.0123
5040,0.504,5.0063
5041,0.5041,4.992
5042,0.5042,5.0343
5043,0.5043,5.0086
5044,0.5044,4.9965
5045,0.5045,5.003
5046,0.5046,5.0137
5047,0.5047,5.017
5048,0.5048,5.0088
5049,0.5049,5.0183
5050,0.505,5.0221
5051,0.5051,4.9816
5052,0.5052,4.9928
5053,0.5053,4.986
5054,0.5054,5.0015
5055,0.5055,5.0217
5056,0.5056,5.0099
5057,0.5057,4.9844
5058,0.5058,4.9957
5059,0.5059,5.0155
5060,0.506,4.9921
5061,0.5061,4.9986
5062,0.5062,5.0047
5063,0.5063,4.9728
5064,0.5064,5.0118
5065,0.5065,5.0052
5066,0.5066,5.0086
5067,0.5067,4.9854
5068,0.5068,4.9886
5069,0.5069,4.9911
5070,0.507,5.0039
5071,0.5071,5.0012
5072,0.5072,5.002
5073,0.5073,5.027
5074,0.5074,5.0197
5075,0.5075,4.9893
5076,0.5076,4.9903
5077,0.5077,5.0258
5078,0.5078,4.9954
5079,0.5079,5.0208
5080,0.508,5.0241
5081,0.5081,4.992
5082,0.5082,4.9961
5083,0.5083,5.0014
5084,0.5084,4.9872
5085,0.5085,4.9854
5086,0.5086,4.9941
5087,0.5087,5.0129
5088,0.5088,4.9934
5089,0.5089,4.997
5090,0.509,4.9931
5091,0.5091,4.9796
5092,0.5092,5.0224
5093,0.5093,4.965
5094,0.5094,4.9903
5095,0.5095,5.0085
5096,0.5096,4.9792
5097,0.5097,5.0092
5098,0.5098,5.0189
5099,0.5099,4.9872
5100,0.51,5.0032
5101,0.5101,4.9835
5102,0.5102,5.0077
5103,0.5103,5.0014
5104,0.5104,5.0033
5105,0.5105,5.0206
5106,0.5106,5.0072
5107,0.5107,5.0203
5108,0.5108,5.0096
5109,0.5109,4.9821
5110,0.511,5.004
5111,0.5111,5.0075
5112,0.5112,4.9784
5113,0.5113,5.0201
5114,0.5114,5.0011
5115,0.5115,5.0056
5116,0.5116,4.9867
5117,0.5117,5.0012
5118,0.5118,5.0046
5119,0.5119,4.9952
5120,0.512,5.0013
5121,0.5121,4.9683
5122,0.5122,5.0205
5123,0.5123,4.9834
5124,0.5124,4.9674
5125,0.5125,4.9857
5126,0.5126,4.9876
5127,0.5127,5.0083
5128,0.5128,4.9864
5129,0.5129,5.0044
5130,0.513,4.9857
5131,0.5131,5.0332
5132,0.5132,5.0083
5133,0.5133,5.0294
5134,0.5134,4.9849
5135,0.5135,5.0101
5136,0.5136,4.9858
5137,0.5137,5.0088
5138,0.5138,5.0103
5139,0.5139,4.9762
5140,0.514,4.983
5141,0.5141,4.9826
5142,0.5142,4.9775
5143,0.5143,4.9891
5144,0.5144,4.9857
5145,0.5145,4.9784
5146,0.5146,5.0015
5147,0.5147,5.0082
5148,0.5148,4.9803
5149,0.5149,4.9917
5150,0.515,5.0002
5151,0.5151,4.9966
5152,0.5152,4.9895
5153,0.5153,5.0122
5154,0.5154,5.0127
5155,0.5155,5.0102
5156,0.5156,4.9969
5157,0.5157,5.0298
5158,0.5158,5.0261
5159,0.5159,4.994
5160,0.516,4.9982
5161,0.5161,5.0178
5162,0.5162,4.988
5163,0.5163,5.006
5164,0.5164,5.0007
5165,0.5165,4.9894
5166,0.5166,4.9965
5167,0.5167,4.9764
5168,0.5168,4.9918
5169,0.5169,4.9701
5170,0.517,5.0342
5171,0.5171,5.0226
5172,0.5172,5.0184
5173,0.5173,5.0045
5174,0.5174,5.015
5175,0.5175,5.0191
5176,0.5176,5.0152
5177,0.5177,5.0137
5178,0.5178,4.9863
5179,0.5179,5.0064
5180,0.518,4.9919
5181,0.5181,4.9822
5182,0.5182,4.9828
5183,0.5183,5.0063
5184,0.5184,5.0157
5185,0.5185,4.9794
5186,0.5186,5.0261
5187,0.5187,5.022
5188,0.5188,4.9942
5189,0.5189,4.993
5190,0.519,4.9988
5191,0.5191,5.0146
5192,0.5192,4.9942
5193,0.5193,4.9833
5194,0.5194,5.005
5195,0.5195,4.9689
5196,0.5196,5.002
5197,0.5197,5.0173
5198,0.5198,5.0045
5199,0.5199,5.0116
5200,0.52,5.0073
5201,0.5201,5.0108
5202,0.5202,5.002
5203,0.5203,4.9874
5204,0.5204,4.9965
5205,0.5205,4.9988
5206,0.5206,5.0187
5207,0.5207,5.0242
5208,0.5208,5.0062
5209,0.5209,4.9886
5210,0.521,4.9889
5211,0.5211,4.997
5212,0.5212,5.0207
5213,0.5213,5.0049
5214,0.5214,4.999
5215,0.5215,4.9884
5216,0.5216,5.0131
5217,0.5217,5.0042
5218,0.5218,4.9991
5219,0.5219,5.0014
5220,0.522,5.0252
5221,0.5221,4.9974
5222,0.5222,5.0252
5223,0.5223,5.0185
5224,0.5224,5.0006
5225,0.5225,5.0131
5226,0.5226,4.998
5227,0.5227,4.9874
5228,0.5228,4.9958
5229,0.5229,4.9862
5230,0.523,5.0075
5231,0.5231,5.0001
5232,0.5232,5.0084
5233,0.5233,5.0123
5234,0.5234,4.9531
5235,0.5235,5.0045
5236,0.5236,4.9728
5237,0.5237,5.0024
5238,0.5238,4.9867
5239,0.5239,5.0014
5240,0.524,5.0203
5241,0.5241,4.9742
5242,0.5242,5.0027
5243,0.5243,4.9987
5244,0.5244,4.9715
5245,0.5245,5.0096
5246,0.5246,5.0004
5247,0.5247,4.9922
5248,0.5248,4.989
5249,0.5249,5.0481
5250,0.525,4.994
5251,0.5251,4.9729
5252,0.5252,4.9859
5253,0.5253,4.9944
5254,0.5254,4.9941
5255,0.5255,4.9987
5256,0.5256,4.9842
5257,0.5257,5.008
5258,0.5258,4.9926
5259,0.5259,4.9795
5260,0.526,4.9876
5261,0.5261,4.9941
5262,0.5262,5.0126
5263,0.5263,5.0071
5264,0.5264,4.9948
5265,0.5265,5.0002
5266,0.5266,5.0031
5267,0.5267,5.0304
5268,0.5268,4.9906
5269,0.5269,5.0069
5270,0.527,5.0108
5271,0.5271,4.9856
5272,0.5272,5.0027
5273,0.5273,5.0023
5274,0.5274,4.9928
5275,0.5275,5.0084
5276,0.5276,5.0153
5277,0.5277,5.0168
5278,0.5278,4.997
5279,0.5279,5.0027
5280,0.528,5.0351
5281,0.5281,4.9833
5282,0.5282,5.0032
5283,0.5283,5.0132
5284,0.5284,5.0021
5285,0.5285,5.0097
5286,0.5286,5.0025
5287,0.5287,5.0112
5288,0.5288,5.0191
5289,0.5289,4.9966
5290,0.529,5.0028
5291,0.5291,4.999
5292,0.5292,4.9938
5293,0.5293,4.9996
5294,0.5294,4.9829
5295,0.5295,5.011
5296,0.5296,5.0254
5297,0.5297,5.0254
5298,0.5298,5.019
5299,0.5299,4.9854
5300,0.53,5.0227
5301,0.5301,4.9891
5302,0.5302,4.9991
5303,0.5303,5.0276
5304,0.5304,4.9838
5305,0.5305,5.0125
5306,0.5306,5.0041
5307,0.5307,4.9976
5308,0.5308,4.9867
5309,0.5309,5.0062
5310,0.531,4.9929
5311,0.5311,5.0156
5312,0.5312,5.0182
5313,0.5313,4.9792
5314,0.5314,4.9923
5315,0.5315,4.9951
5316,0.5316,4.9822
5317,0.5317,4.9831
5318,0.5318,5.0012
5319,0.5319,4.9968
5320,0.532,4.9751
5321,0.5321,4.9918
5322,0.5322,5.0077
5323,0.5323,4.9818
5324,0.5324,4.986
5325,0.5325,5.0237
5326,0.5326,5.0196
5327,0.5327,4.9756
5328,0.5328,4.9796
5329,0.5329,5.0055
5330,0.533,4.982
5331,0.5331,4.9961
5332,0.5332,4.9931
5333,0.5333,5.0083
5334,0.5334,4.962
5335,0.5335,4.9668
5336,0.5336,4.9815
5337,0.5337,5.0151
5338,0.5338,4.9976
5339,0.5339,4.9743
5340,0.534,5.0073
5341,0.5341,5.0105
5342,0.5342,4.9962
5343,0.5343,4.9949
5344,0.5344,5.0065
5345,0.5345,5.018
5346,0.5346,5.0022
5347,0.5347,5.0079
5348,0.5348,4.9992
5349,0.5349,4.9942
5350,0.535,4.9861
5351,0.5351,5.0037
5352,0.5352,4.9954
5353,0.5353,4.9962
5354,0.5354,5.0138
5355,0.5355,5.0072
5356,0.5356,5.0129
5357,0.5357,4.9763
5358,0.5358,5.0083
5359,0.5359,4.991
5360,0.536,4.9878
5361,0.5361,4.9871
5362,0.5362,5.0181
5363,0.5363,5.0123
5364,0.5364,4.9891
5365,0.5365,4.9828
5366,0.5366,5.0001
5367,0.5367,4.993
5368,0.5368,5.0248
5369,0.5369,4.978
5370,0.537,4.9724
5371,0.5371,4.9961
5372,0.5372,5.0001
5373,0.5373,5.0019
5374,0.5374,5.0112
5375,0.5375,5.031
5376,0.5376,4.9948
5377,0.5377,4.9917
5378,0.5378,4.9735
5379,0.5379,5.0035
5380,0.538,5.0127
5381,0.5381,4.996
5382,0.5382,5.0176
5383,0.5383,5.0003
5384,0.5384,5.0226
5385,0.5385,5.0049
5386,0.5386,4.984
5387,0.5387,4.9903
5388,0.5388,4.9769
5389,0.5389,4.9738
5390,0.539,5.0039
5391,0.5391,5.0129
5392,0.5392,5.0292
5393,0.5393,4.9991
5394,0.5394,4.9963
5395,0.5395,4.9833
5396,0.5396,5.0147
5397,0.5397,5.0057
5398,0.5398,4.991
5399,0.5399,5.0102
5400,0.54,5.0083
5401,0.5401,4.9718
5402,0.5402,5.011
5403,0.5403,5.0019
5404,0.5404,4.994
5405,0.5405,4.9936
5406,0.5406,5.0261
5407,0.5407,5.0229
5408,0.5408,5.0273
5409,0.5409,4.9827
5410,0.541,4.9901
5411,0.5411,5.0135
5412,0.5412,4.9818
5413,0.5413,4.9891
5414,0.5414,4.9728
5415,0.5415,5.0277
5416,0.5416,5.0158
5417,0.5417,5.0068
5418,0.5418,5.0032
5419,0.5419,4.9936
5420,0.542,4.9939
5421,0.5421,5.0091
5422,0.5422,4.9892
5423,0.5423,5.0183
5424,0.5424,4.9925
5425,0.5425,4.9868
5426,0.5426,5.0194
5427,0.5427,4.9977
5428,0.5428,5.0082
5429,0.5429,4.9937
5430,0.543,4.9662
5431,0.5431,5.0081
5432,0.5432,4.9797
5433,0.5433,5.0161
5434,0.5434,4.9766
5435,0.5435,4.9719
5436,0.5436,5.0045
5437,0.5437,5.0063
5438,0.5438,5.0015
5439,0.5439,4.9817
5440,0.544,5.0132
5441,0.5441,4.9779
5442,0.5442,4.9929
5443,0.5443,4.9881
5444,0.5444,4.9942
5445,0.5445,5.0127
5446,0.5446,4.9904
5447,0.5447,5.0084
5448,0.5448,5.0103
5449,0.5449,4.9742
5450,0.545,4.9824
5451,0.5451,4.9942
5452,0.5452,4.991
5453,0.5453,5.0045
5454,0.5454,4.9709
5455,0.5455,5.0107
5456,0.5456,5.0111
5457,0.5457,4.9974
5458,0.5458,4.9792
5459,0.5459,5.0
5460,0.546,4.9918
5461,0.5461,5.0084
5462,0.5462,4.9986
5463,0.5463,5.0108
5464,0.5464,4.9934
5465,0.5465,5.0215
5466,0.5466,4.9653
5467,0.5467,4.9847
5468,0.5468,5.0073
5469,0.5469,4.9772
5470,0.547,5.011
5471,0.5471,4.9817
5472,0.5472,5.0013
5473,0.5473,4.9862
5474,0.5474,4.9933
5475,0.5475,5.0025
5476,0.5476,4.9983
5477,0.5477,4.9942
5478,0.5478,5.0322
5479,0.5479,5.0
5480,0.548,4.9854
5481,0.5481,5.0138
5482,0.5482,5.0122
5483,0.5483,5.0183
5484,0.5484,5.0267
5485,0.5485,4.9858
5486,0.5486,5.0158
5487,0.5487,5.017
5488,0.5488,4.9999
5489,0.5489,5.0036
5490,0.549,4.9549
5491,0.5491,4.9913
5492,0.5492,5.0267
5493,0.5493,4.9731
5494,0.5494,4.9919
5495,0.5495,5.0042
5496,0.5496,5.0085
5497,0.5497,5.0244
5498,0.5498,4.9735
5499,0.5499,5.0006
5500,0.55,5.0128
5501,0.5501,4.9802
5502,0.5502,4.9993
5503,0.5503,5.0282
5504,0.5504,5.0197
5505,0.5505,5.008
5506,0.5506,4.9607
5507,0.5507,4.998
5508,0.5508,5.0057
5509,0.5509,4.9953
5510,0.551,4.9989
5511,0.5511,5.0462
5512,0.5512,4.9967
5513,0.5513,4.9854
5514,0.5514,5.0036
5515,0.5515,4.9952
5516,0.5516,4.9953
5517,0.5517,4.9986
5518,0.5518,5.0115
5519,0.5519,5.0035
5520,0.552,4.9819
5521,0.5521,4.9979
5522,0.5522,5.007
5523,0.5523,4.9929
5524,0.5524,5.0172
5525,0.5525,5.0116
5526,0.5526,4.9851
5527,0.5527,5.0047
5528,0.5528,5.0297
5529,0.5529,5.0233
5530,0.553,4.9991
5531,0.5531,5.0134
5532,0.5532,4.9898
5533,0.5533,4.9782
5534,0.5534,5.0082
5535,0.5535,5.0036
5536,0.5536,5.0076
5537,0.5537,4.9996
5538,0.5538,5.0048
5539,0.5539,4.9922
5540,0.554,5.007
5541,0.5541,5.0124
5542,0.5542,4.999
5543,0.5543,5.0121
5544,0.5544,4.9734
5545,0.5545,4.9881
5546,0.5546,5.0216
5547,0.5547,5.0263
5548,0.5548,5.0037
5549,0.5549,4.9984
5550,0.555,4.9809
5551,0.5551,5.0054
5552,0.5552,5.0116
5553,0.5553,4.9777
5554,0.5554,5.0083
5555,0.5555,5.0073
5556,0.5556,5.0065
5557,0.5557,4.983
5558,0.5558,5.0081
5559,0.5559,4.9775
5560,0.556,5.0223
5561,0.5561,5.002
5562,0.5562,4.9825
5563,0.5563,5.0201
5564,0.5564,5.0172
5565,0.5565,4.9902
5566,0.5566,5.033
5567,0.5567,4.9849
5568,0.5568,5.0046
5569,0.5569,5.0177
5570,0.557,4.9659
5571,0.5571,5.0149
5572,0.5572,4.999
5573,0.5573,4.9997
5574,0.5574,4.9838
5575,0.5575,5.0049
5576,0.5576,4.9833
5577,0.5577,4.9854
5578,0.5578,4.9932
5579,0.5579,4.9815
5580,0.558,5.0235
5581,0.5581,4.98
5582,0.5582,4.9886
5583,0.5583,4.9952
5584,0.5584,5.0
5585,0.5585,5.0118
5586,0.5586,5.0122
5587,0.5587,4.9954
5588,0.5588,4.9942
5589,0.5589,5.0005
5590,0.559,5.0123
5591,0.5591,5.0104
5592,0.5592,4.9922
5593,0.5593,4.969
5594,0.5594,5.0321
5595,0.5595,5.0142
5596,0.5596,5.0039
5597,0.5597,5.005
5598,0.5598,4.9921
5599,0.5599,4.9849
5600,0.56,4.9949
5601,0.5601,4.9966
5602,0.5602,4.9906
5603,0.5603,4.9781
5604,0.5604,4.9952
5605,0.5605,5.0086
5606,0.5606,4.9925
5607,0.5607,5.0003
5608,0.5608,4.9689
5609,0.5609,4.9968
5610,0.561,4.9981
5611,0.5611,4.9815
5612,0.5612,4.974
5613,0.5613,5.0061
5614,0.5614,4.9878
5615,0.5615,5.0073
5616,0.5616,4.9936
5617,0.5617,5.0093
5618,0.5618,4.9949
5619,0.5619,4.9773
5620,0.562,4.9986
5621,0.5621,4.995
5622,0.5622,5.0098
5623,0.5623,4.9932
5624,0.5624,4.994
5625,0.5625,5.0128
5626,0.5626,5.0174
5627,0.5627,5.0113
5628,0.5628,5.0155
5629,0.5629,5.0067
5630,0.563,5.0115
5631,0.5631,5.0131
5632,0.5632,5.006
5633,0.5633,5.0009
5634,0.5634,5.0021
5635,0.5635,5.036
5636,0.5636,5.0001
5637,0.5637,4.9964
5638,0.5638,4.9945
5639,0.5639,4.9994
5640,0.564,5.0036
5641,0.5641,4.983
5642,0.5642,4.9702
5643,0.5643,5.0044
5644,0.5644,4.9758
5645,0.5645,5.0038
5646,0.5646,5.002
5647,0.5647,5.0172
5648,0.5648,5.025
5649,0.5649,5.0055
5650,0.565,4.9916
5651,0.5651,4.9823
5652,0.5652,4.9881
5653,0.5653,5.0005
5654,0.5654,4.9689
5655,0.5655,5.0011
5656,0.5656,4.9998
5657,0.5657,5.0096
5658,0.5658,4.9949
5659,0.5659,5.0015
5660,0.566,4.9889
5661,0.5661,4.993
5662,0.5662,4.9733
5663,0.5663,5.0018
5664,0.5664,5.0232
5665,0.5665,5.0024
5666,0.5666,5.0054
5667,0.5667,4.9852
5668,0.5668,5.0214
5669,0.5669,4.9884
5670,0.567,5.012
5671,0.5671,5.0016
5672,0.5672,4.9856
5673,0.5673,5.0153
5674,0.5674,5.0002
5675,0.5675,5.0026
5676,0.5676,5.0067
5677,0.5677,4.9996
5678,0.5678,4.9943
5679,0.5679,5.0069
5680,0.568,4.9939
5681,0.5681,5.0009
5682,0.5682,4.9899
5683,0.5683,4.9776
5684,0.5684,4.9898
5685,0.5685,4.9925
5686,0.5686,5.0002
5687,0.5687,5.0177
5688,0.5688,4.9746
5689,0.5689,5.0019
5690,0.569,4.9668
5691,0.5691,4.9843
5692,0.5692,4.9923
5693,0.5693,4.9661
5694,0.5694,4.9721
5695,0.5695,5.0023
5696,0.5696,5.0011
5697,0.5697,4.9982
5698,0.5698,4.9879
5699,0.5699,5.0323
5700,0.57,4.9975
5701,0.5701,4.987
5702,0.5702,5.0251
5703,0.5703,5.0092
5704,0.5704,4.9944
5705,0.5705,5.0178
5706,0.5706,5.0023
5707,0.5707,5.0096
5708,0.5708,5.0035
5709,0.5709,4.9845
5710,0.571,5.0145
5711,0.5711,5.0024
5712,0.5712,4.9848
5713,0.5713,4.9885
5714,0.5714,5.0143
5715,0.5715,4.9944
5716,0.5716,5.0006
5717,0.5717,5.0098
5718,0.5718,5.0019
5719,0.5719,4.977
5720,0.572,5.0095
5721,0.5721,5.014
5722,0.5722,5.0129
5723,0.5723,5.0242
5724,0.5724,5.0054
5725,0.5725,5.0116
5726,0.5726,5.0238
5727,0.5727,4.9956
5728,0.5728,5.026
5729,0.5729,5.026
5730,0.573,5.0117
5731,0.5731,5.0275
5732,0.5732,5.0127
5733,0.5733,4.9867
5734,0.5734,5.017
5735,0.5735,5.0048
5736,0.5736,5.0062
5737,0.5737,5.0023
5738,0.5738,5.0203
5739,0.5739,5.0082
5740,0.574,4.9895
5741,0.5741,5.0072
5742,0.5742,5.0109
5743,0.5743,4.9891
5744,0.5744,4.9934
5745,0.5745,4.9942
5746,0.5746,4.9908
5747,0.5747,5.0052
5748,0.5748,5.0152
5749,0.5749,5.0283
5750,0.575,5.0179
5751,0.5751,5.0153
5752,0.5752,5.0171
5753,0.5753,5.02
5754,0.5754,4.9943
5755,0.5755,5.0104
5756,0.5756,5.0048
5757,0.5757,4.998
5758,0.5758,4.9931
5759,0.5759,4.9924
5760,0.576,4.9959
5761,0.5761,4.9814
5762,0.5762,5.0078
5763,0.5763,4.9996
5764,0.5764,5.0015
5765,0.5765,5.005
5766,0.5766,5.0108
5767,0.5767,4.9911
5768,0.5768,4.9984
5769,0.5769,4.9758
5770,0.577,4.9667
5771,0.5771,4.9708
5772,0.5772,5.023
5773,0.5773,4.9726
5774,0.5774,5.007
5775,0.5775,5.0221
5776,0.5776,4.9931
5777,0.5777,5.0244
5778,0.5778,5.0277
5779,0.5779,5.0141
5780,0.578,5.0355
5781,0.5781,5.0093
5782,0.5782,4.989
5783,0.5783,5.0078
5784,0.5784,4.9933
5785,0.5785,4.9805
5786,0.5786,4.9809
5787,0.5787,5.0347
5788,0.5788,4.9919
5789,0.5789,4.9997
5790,0.579,4.9901
5791,0.5791,5.0021
5792,0.5792,4.9965
5793,0.5793,4.9939
5794,0.5794,4.9819
5795,0.5795,4.9789
5796,0.5796,4.989
5797,0.5797,5.0045
5798,0.5798,5.0313
5799,0.5799,5.0159
5800,0.58,5.0275
5801,0.5801,5.0074
5802,0.5802,4.9989
5803,0.5803,4.9803
5804,0.5804,5.0002
5805,0.5805,4.968
5806,0.5806,4.9957
5807,0.5807,5.0246
5808,0.5808,5.0052
5809,0.5809,5.0172
5810,0.581,4.9945
5811,0.5811,4.9796
5812,0.5812,4.9931
5813,0.5813,4.9943
5814,0.5814,5.0184
5815,0.5815,5.0299
5816,0.5816,4.9892
5817,0.5817,4.9949
5818,0.5818,4.9981
5819,0.5819,4.9951
5820,0.582,4.9816
5821,0.5821,5.0017
5822,0.5822,5.0057
5823,0.5823,5.0061
5824,0.5824,4.9822
5825,0.5825,4.9986
5826,0.5826,4.9742
5827,0.5827,5.014
5828,0.5828,4.9851
5829,0.5829,4.9962
5830,0.583,4.9936
5831,0.5831,4.9916
5832,0.5832,4.9845
5833,0.5833,4.9739
5834,0.5834,5.0264
5835,0.5835,5.0042
5836,0.5836,5.0044
5837,0.5837,5.0319
5838,0.5838,4.9989
5839,0.5839,5.0087
5840,0.584,5.0007
5841,0.5841,5.0182
5842,0.5842,5.0079
5843,0.5843,5.0051
5844,0.5844,4.9966
5845,0.5845,5.0046
5846,0.5846,5.0179
5847,0.5847,4.9693
5848,0.5848,4.9985
5849,0.5849,4.9942
5850,0.585,4.9959
5851,0.5851,4.9708
5852,0.5852,5.0114
5853,0.5853,4.9878
5854,0.5854,4.997
5855,0.5855,4.9929
5856,0.5856,4.9754
5857,0.5857,4.9938
5858,0.5858,4.9728
5859,0.5859,4.9863
5860,0.586,4.9957
5861,0.5861,5.0004
5862,0.5862,5.0013
5863,0.5863,4.9984
5864,0.5864,5.0325
5865,0.5865,5.007
5866,0.5866,4.9821
5867,0.5867,4.9913
5868,0.5868,4.9906
5869,0.5869,4.9978
5870,0.587,4.9914
5871,0.5871,4.9876
5872,0.5872,5.0252
5873,0.5873,5.0011
5874,0.5874,4.9954
5875,0.5875,4.9967
5876,0.5876,4.9972
5877,0.5877,5.0214
5878,0.5878,5.0076
5879,0.5879,5.0173
5880,0.588,4.9537
5881,0.5881,5.0054
5882,0.5882,5.0164
5883,0.5883,5.0301
5884,0.5884,5.0009
5885,0.5885,4.9747
5886,0.5886,5.0093
5887,0.5887,4.9915
5888,0.5888,4.9736
5889,0.5889,4.9912
5890,0.589,5.0163
5891,0.5891,5.0185
5892,0.5892,5.0113
5893,0.5893,4.9848
5894,0.5894,5.0383
5895,0.5895,4.983
5896,0.5896,4.9993
5897,0.5897,4.9788
5898,0.5898,5.0203
5899,0.5899,5.0072
5900,0.59,5.0138
5901,0.5901,5.0019
5902,0.5902,4.9995
5903,0.5903,5.0032
5904,0.5904,4.9722
5905,0.5905,5.0155
5906,0.5906,5.0142
5907,0.5907,4.9947
5908,0.5908,5.0004
5909,0.5909,5.0051
5910,0.591,5.0241
5911,0.5911,5.0071
5912,0.5912,5.0012
5913,0.5913,4.9929
5914,0.5914,4.978
5915,0.5915,4.9916
5916,0.5916,5.0017
5917,0.5917,4.9968
5918,0.5918,5.0017
5919,0.5919,5.0118
5920,0.592,5.0072
5921,0.5921,5.0048
5922,0.5922,5.0105
5923,0.5923,5.0034
5924,0.5924,5.0002
5925,0.5925,5.0077
5926,0.5926,4.9747
5927,0.5927,5.0194
5928,0.5928,4.9813
5929,0.5929,5.0132
5930,0.593,5.0009
5931,0.5931,5.0173
5932,0.5932,5.0012
5933,0.5933,4.9865
5934,0.5934,5.0168
5935,0.5935,5.0035
5936,0.5936,5.0025
5937,0.5937,5.0019
5938,0.5938,5.0157
5939,0.5939,5.013
5940,0.594,5.0042
5941,0.5941,4.9775
5942,0.5942,4.9947
5943,0.5943,5.0023
5944,0.5944,5.0277
5945,0.5945,5.0065
5946,0.5946,4.9994
5947,0.5947,5.0187
5948,0.5948,4.9991
5949,0.5949,5.0003
5950,0.595,5.0031
5951,0.5951,4.9783
5952,0.5952,5.0151
5953,0.5953,5.0072
5954,0.5954,4.9965
5955,0.5955,4.9836
5956,0.5956,5.004
5957,0.5957,5.0218
5958,0.5958,4.9912
5959,0.5959,4.9849
5960,0.596,5.0071
5961,0.5961,4.9768
5962,0.5962,4.9675
5963,0.5963,4.9941
5964,0.5964,4.9905
5965,0.5965,4.9967
5966,0.5966,4.9925
5967,0.5967,5.0058
5968,0.5968,4.9975
5969,0.5969,4.9918
5970,0.597,4.994
5971,0.5971,5.0103
5972,0.5972,5.0152
5973,0.5973,5.0144
5974,0.5974,5.0113
5975,0.5975,4.9514
5976,0.5976,4.9858
5977,0.5977,4.9961
5978,0.5978,5.0039
5979,0.5979,4.9766
5980,0.598,5.0222
5981,0.5981,5.0054
5982,0.5982,4.9915
5983,0.5983,5.0033
5984,0.5984,4.9957
5985,0.5985,4.9895
5986,0.5986,5.0085
5987,0.5987,4.9941
5988,0.5988,4.9797
5989,0.5989,4.9913
5990,0.599,4.9992
5991,0.5991,4.9847
5992,0.5992,5.0198
5993,0.5993,4.9845
5994,0.5994,5.0272
5995,0.5995,5.0143
5996,0.5996,4.9868
5997,0.5997,5.0029
5998,0.5998,5.0186
5999,0.5999,4.998
6000,0.6,4.983
6001,0.6001,5.0026
6002,0.6002,5.0308
6003,0.6003,4.9786
6004,0.6004,5.0093
6005,0.6005,5.0011
6006,0.6006,4.9992
6007,0.6007,4.9951
6008,0.6008,4.9962
6009,0.6009,5.0165
6010,0.601,5.0099
6011,0.6011,4.986
6012,0.6012,5.0244
6013,0.6013,4.9815
6014,0.6014,5.0109
6015,0.6015,5.0038
6016,0.6016,5.019
6017,0.6017,5.0063
6018,0.6018,5.0169
6019,0.6019,5.0007
6020,0.602,5.0156
6021,0.6021,5.0062
6022,0.6022,5.0333
6023,0.6023,4.9906
6024,0.6024,5.019
6025,0.6025,5.008
6026,0.6026,5.0037
6027,0.6027,4.9926
6028,0.6028,5.0078
6029,0.6029,4.979
6030,0.603,4.9805
6031,0.6031,5.0117
6032,0.6032,4.9777
6033,0.6033,5.0226
6034,0.6034,4.997
6035,0.6035,5.0048
6036,0.6036,5.0022
6037,0.6037,5.0074
6038,0.6038,4.9969
6039,0.6039,4.9956
6040,0.604,4.9992
6041,0.6041,5.0168
6042,0.6042,5.0181
6043,0.6043,5.0202
6044,0.6044,5.0066
6045,0.6045,4.9981
6046,0.6046,4.9759
6047,0.6047,5.0108
6048,0.6048,5.0137
6049,0.6049,4.9951
6050,0.605,5.0132
6051,0.6051,5.0204
6052,0.6052,5.0025
6053,0.6053,5.017
6054,0.6054,5.0057
6055,0.6055,4.9751
6056,0.6056,4.994
6057,0.6057,4.995
6058,0.6058,5.0091
6059,0.6059,4.9882
6060,0.606,4.9945
6061,0.6061,4.9867
6062,0.6062,5.0005
6063,0.6063,5.0022
6064,0.6064,5.0157
6065,0.6065,5.0131
6066,0.6066,5.0036
6067,0.6067,5.0047
6068,0.6068,5.0028
6069,0.6069,5.0028
6070,0.607,5.0243
6071,0.6071,4.9638
6072,0.6072,4.9985
6073,0.6073,5.0058
6074,0.6074,5.0181
6075,0.6075,4.9847
6076,0.6076,5.0063
6077,0.6077,5.0141
6078,0.6078,4.9944
6079,0.6079,4.9725
6080,0.608,4.9957
6081,0.6081,4.9831
6082,0.6082,5.0109
6083,0.6083,4.9884
6084,0.6084,5.0278
6085,0.6085,5.0033
6086,0.6086,4.9891
6087,0.6087,4.9936
6088,0.6088,4.9847
6089,0.6089,5.007
6090,0.609,5.0235
6091,0.6091,4.9979
6092,0.6092,5.015
6093,0.6093,4.987
6094,0.6094,5.0058
6095,0.6095,5.0357
6096,0.6096,4.98
6097,0.6097,5.0196
6098,0.6098,5.0187
6099,0.6099,4.9729
6100,0.61,4.9796
6101,0.6101,4.9865
6102,0.6102,5.0157
6103,0.6103,4.9947
6104,0.6104,4.9986
6105,0.6105,5.0117
6106,0.6106,5.0029
6107,0.6107,5.0045
6108,0.6108,4.9963
6109,0.6109,5.018
